Word;EN title;EN Indication;EN Definition
lawû (2);"lawû (2)   [NIGIN : ]  ( : lamû ; : lawā ' u(m) ; : labā ' u / labû : ; perfect : assibi)";[Army → War];"1) to surround , to besiege , to encircle something with (= accusative or ina) a wall / an ornament / (magic) lime / flour / (astronomy) a halo (tarbāṣa) ; 2) to encircle , to besiege (city, ennemy ...) , to blockade (?) ; 3) to wrap up (in cloth, string) ; 4) to go round in survey (cult, animals) ; 5) (Nuzi) : to walk round the land of someone (witness) ; 6) : to keep company with (= [itti]) , to hang around with (?) ; 7) (parts of liver, weather, incense) : to turn / veer round , to change quickly / completely ; Gtn : 1) (demon) : to continually encircle / to assail / to torment somebody ; 2) (parts of liver) : to repeatedly be wound round ; Gt : : to be wound round each other ; 3) stative ([tilmi]) : is surrounded ; D : to surround , : to wrap ; Š : (Nuzi) : [NIGIN.MEŠ] : 1) to encircle a building with a wall / an ornament / brickwork ; 2) to cause to besiege ; 3) to make / have someone walk round , (Nuzi) to survey a field , : to bring by circuitous route ; N : 1) to be besieged : 2) : to embrace one another , to hug one another ;"
lazānu;lazānu;[Human → Speech];"to banter , to deride , to flout , to gibe , to jeer (at) , to make fun of , to mock , to ridicule , to slander , to defame , to smear , to vilify , to backbite , to malign , to disparage , to discredit ;"
lazāzu;lazāzu;[Moral life → Feelings];"1) to be boring ; 2) to become boring , to bore / to dull ;"
lazzu;lazzu;[Moral life → Feelings];"1) continuous ; 2) boring / dull ;"
lazzuzu+;lazzuzu+;[Moral life → Feelings];"a bore , someone who is boring / bores / dulls ;"
lē ' iš *;lē ' iš *;mightily , powerfully;See also : kiššūtu, lē ' ūtu *
le ' û;"le ' û  ( ; ; [ZU : ] ; in proper names also : [DA : ] / [Á.GÁL : ])";"1) to be able , can , to be powerful ; 2) after or occasionally before an infinitive : to be able to do something / can do something ; ebēram ul il ' û : they were unable to cross ; 3) before a noun : to be able / competent , to master , to have a good command of a subject , to have mastery of a subject ; 4) : king, deity : kī ša ila ' ' ûni : as he chooses , as he wishes , as he pleases ; 5) to be more powerful than somebody =accusative , to overpower / have the upper hand over / prevail over accusative , to subjugate / conquer ; ina ile ' ' išunūti : he defeated them at the lawsuit ; Š : to give power to , to empower , to authorize / to commission , to mandate , to depute (?) ;";Cf. mal ' etu, lē ' u, lē ' iš, lē ' ûtu, lītu, lītānû, tele ' û, telītu (1), telūtu
le ' ā ' um;le ' ā ' um  ();;→ le ' û
lē ' i īni;lē ' i īni;[Professions];"an expert , a specialist ;"
lē ' îš;lē ' îš;[Moral life → Quality];"ably , skillfully / skilfully , knowingly , masterfully , deftly , in a consummate manner ; lā lē ' îš : like an incompetent ;"
lē ' u;"lē ' u  [GIŠ.ZU : ]  (lēyu , lû ; GIŠ.DA ; GIŠ.LE.U₅(.UM) ;)";[Humanities];"1) (writing-) board of wood infilled with wax , ""book"" ; [naš lē ' u] : (divine name) holding a writing-board ; [lē ' u ša balāti] : board / book of life ; 2) (wooden) board of door / chariot / plough ; 3) sheet / plaque of metal ;"
lē ' û;"lē ' û  [Á.GÁL : ]  ( : lā ' ium ; : lēyûm ; lēmû ; ; (feminine) : lā ' ittu ; In personal names, also : [DA : , ZU : ] ;)";[Industry];"divinity, king, worker, doctor ... : powerful , competent , skilled , adroit , able ; soldier : lē ' ût qabli : skilled in battle ; lā lē ' û : weak , poor / unskilled , unable , incompetent , powerless ;"
lē ' ûtu;"lē ' ûtu  [Á.GÁL- : ]  ([ZU- : ] ; : lēyûtum)";[Industry];"1) ability , faculty , competence , aptitude , skill / power / talent , proficiency , expertise , adroitness , deftness ; lā lē ' ûtu incompétence , inability ; 2) lawsuit : victory ;"
leʾāʾu;leʾāʾu  ();;→ leʾû
lēbinu;lēbinu  ();[Professions];
lebû;lebû;;→ labû
leḫēbu;leḫēbu;;→ laḫābu
leḫēmu;leḫēmu;;→ laḫāmu
leḫēmu;leḫēmu;[Feeding → Cooking];": to eat ;"
leḫmu;leḫmu;[Feeding];"food , victuals ;"
lemēnu;"lemēnu  [ḪUL : ]  (vb. i/i ; stat. lemun)";"G. to become unsatisfactory, unfavourable, unlucky ; to be malevolent ; to become angry (against : +dat.) Gt. stat. : to be very angry, malevolent D. to make unfavourable ; to do evil, treat badly ; to trouble, burden Dt. to become angry with one another Dtn. to constantly trouble s.o. Št. to become hostile to one another ŠD. to make difficult";Cf. lemēnu, lumnānû, lamniš, lamnu
lemnu;"lemnu  [ḪUL : ]  (adj. ; f. lemuttu, lamuttu)";[Moral life → Fault];"bad, evil , unfortunate ; subst. (pl. lemnū) : evil person, enemy"
lemnutu;lemnutu;[Moral life → Fault];
lēmû;lēmû  ();;→ lēʾû
lemuttānu;"lemuttānu  (n. ; )";[Moral life → Fault];scoundrel
lemuttu;"lemuttu  (n. f. ; pl. lemnētu, lamnātu, lennētu)";[Moral life → Fault];"evil, wickedness ; bēl lemutti adversary"
lēp lēpi;lēp lēpi;[Human → Family];"a descendant ;"
leqû;leqû  [TI : , ŠU.TI : , ŠU.BA.AN.TI.(MEŠ) : ]  (vb. e/e);"G. to take, receive ; to take away, take off ; +vent. : to bring, fetch ; to get to know sth. Š. to appoint s.o. N. to be taken, received";Variants : laqāʾu, laqû
lēqu;lēqu;[Transport → Sea];"a steering oar / paddle , a paddle + , a scull + ;"
lēru;lēru;[Nature → Metals];gold paste
lēšu;lēšu  ();[Feeding → Cooking];
lētu nadû * , na' ādu B* (Gt) , uznu šakānu;lētu nadû * , na' ādu B* (Gt) , uznu šakānu;to pay attention;Cf. ēnē šakānu *, puqqu
lētu;lētu  [TE : ];[Human → Body];cheek
lētu;lētu  ();[Government];
leʾû;"leʾû  [ZU : ]  (vb. i/i, e/e ; pres. ileʾʾe, ileʾʾi, ilê, ilî, pret. ilʾe, ilʾi, perf. ilteʾe, ilteʾi)";"G. to be able (to do sth. : +inf. in the acc.), master ; bēlni apāla ul nileʾʾi we cannot answer to our master Gt. to be competent, capable with respect to sth. Š. to give power, empower";Variants : laʾāʾu, leʾāʾu
lēʾû;"lēʾû  (adj. ; fem. lāʾittu)";"capable, competent ; skilled (in sth. : +gen.)";Cf. leʾû
lēʾûtu;"lēʾûtu  (n. ; )";[Professions];"competence, skill ; lā lēʾûtu incompetence ; power ; victory (lawsuit)"
lēyû;lēyû  ();;→ lēʾû
lēyûm;lēyûm;;→ lē ' û
lēyûtum;lēyûtum;;→ lē ' ûtu
lezēnu;lezēnu;;→ lazānu
li ' šu;li ' šu;[Religion];desecration , sacrilege
liāru;liāru;[Country → Trees];
libânu;libânu  ();[Human → Body];
libbāti;libbāti;[Moral life → Fault];"anger , wrath ;"
libbi gišimmari *;libbi gišimmari *;[Country → Trees];date palm branch
libbi nasāḫu;libbi nasāḫu;[Moral life → Feelings];"to discourage , to dishearten , to demoralize / to deflate ;"
libbu nasāḫu;libbu nasāḫu;[Moral life → Will];"to discourage ;"
libbu nuāḫu;libbu nuāḫu;[Moral life → Feelings];"to comfort , to solace ;"
libbu patû;libbu patû;[Moral life → Feelings];"to give satisfaction ;"
libbu šapālu;libbu šapālu;[Moral life → Will];"1) to be / become discouraged , to be disheartened ; 2) D : to discourage / dishearten ;"
libbu šašpulu;libbu šašpulu;to sadden;
libbû °;libbû °;like;See also : akī, kî, kīma
libbu;"libbu  [ŠÀ : ]  (n. ; st. constr. libbi)";[Human → Body];"1) the heart ; libbu patû : ""to open the heart"" / to unburden the heart , to give satisfaction ; 2) courage
libbu rašû : to muster courage ; 3) the stomach / belly / tummy ; 4) wish , mind , morale / determination ; 5) the center , the inside
ina libbi inside, among, in, for, on behalf of ; ina/issu libbīšunu from (among) them ; ina libbi GN in GN ; ammar illibbīni all that was in it ; issu libbi GN from GN ; note also : ina libbi inside (adverb) ;"
libīt ēkalli;libīt ēkalli;[Government];"courtiers ;"
libittu;"libittu  [SIG4 : ]  (n. fem. ; pl. libnātu ; st. constr. libitti, libnat)";[Art → Architecture];mudbrick
libītu;libītu;[Government];"1) the entourage of a king , an escort ; 2) accompaniment ;"
libnu;libnu  ();[Army → Weapons];"a throwstick ;"
lidānu;lidānu;[Animals];"a duckling , a young of animals ;"
liddatu;liddatu;[Human → Family];
līdiš;līdiš;[Time → Day of week];"the day after tomorrow ; ina līdiš / illīdiš : the day after tomorrow ; šērti ina līdiš : henceforth , hence forward , in the future , from now on ;"
liginnu;liginnu;[Humanities];one-column tablet , school exercise tablet , homework , lesson [qabû liginni] : school work
liḫšu;liḫšu;[Human → Speech];a whisper
likalka;likalka;go !;
lilâtu;lilâtu;[Time];
līlâtu;līlâtu;[Time];
liliātu;liliātu  [KIN.SIG : ]  (n. fem.);[Time];evening
lilītu;lilītu  [MUNUS.LÍL.LÁ : ]  ([KI.SIKIL.LÍL.LÁ : ]);[Religion → Myths];"a she-devil , a she-demon , a demoness ;"
lillatu;lillatu;[Moral life → Fault];foolish woman
lillu;lillu;[Moral life → Fault];a fool , a moron , an idiot , a boob , a booby , a dunce , a dummy
lillūtu;lillūtu;[Moral life → Fault];foolishness , foolery , idiocy , stupidity , nonsense , folly +
lilû;"lilû  [LíL.LA.EN.NA : ]  ([LÚ.LÍL.LÁ : ] ; Sumerian origin)";[Religion → Myths];"a (kind of) demon ; ardat lilî : storm demons : [KI.SIKIL.LÍL.LÁ : ] / [KI.SIKIL.UD.DA : ] ; : ina ṣīt lilîm : at the rising of the demons ;"
līm līmi;līm līmi;[Numbers];one million
līm šanāti;līm šanāti;[Time];"a millennium ;"
līmīšu;līmīšu;[Time];one thousand times
limītu , siḫirtu;limītu , siḫirtu;[Science → Mathematics];"perimeter , circumference ;"
limītu;limītu;"1) : packaging , wrapping ; 2) eye, armour, chariot : circumference , rim ; 3) field, building : limits , extent , area ; 4) ina liwītum ūmimma : within the compass of one day , in the course of one day , in the span of one day ; 5) an enclosure round a field or garden , a hedge ; 6) town, palace, canal : environs , vicinity , lands in surrounding area ; 7) : the entourage of the king / the court (?) ;";See also : labû (2), kikkišu, ṭēḫu
līmīu;līmīu;[Numbers];"thousandth , 1000th ;"
līmu (2);līmu (2);[City];": the environs of a town (?) ;"
līmu;līmu  [LIM : , LI.IM : ];[Numbers];"one thousand , 1000 ;"
limûtu;limûtu;[Army → War];encirclement (?)
līp līpi;līp līpi;;→ lēp lēpi
lipânu;lipânu  ();[Human → Body];
lipiššati;lipiššati;[Human → Body];"labia (folds of skin of female genitals -vulva-) ;"
lipit Erra;lipit Erra;[Human → Disease];Erra's (name of a demon) handiwork , work of Erra , Erra's craft , plague , epidemic , pandemic
lipit qāti;lipit qāti;[Professions];handicraft
lipittu;lipittu;[Industry];"craft , work ;"
lippit Erra;lippit Erra;[Religion];plague , calamity
lippitu;lippitu;[Industry];1) craft , work , handiwork 2) collision *
līpu (2);līpu (2);"1) marrow , pith ; 2) tallow , suet / fat ;";See also : ḫinṣu, šamnu, nāḫu
līpu;līpu  [NUNUZ : ]  (also [lēpu]);[Human → Family];"a descendant , a scion , an offspring ; : līpu rebû : great-great grandson ; lā līp šarri : not of royal descent ; līp(i) līpi ; lib(bi)libbi : [ŠĀ.BAL.BAL : ] : great grandson , descendant of king or of scribal family , of Shamash (as son of Sîn) ; lēp šarrūti : royal descent / ancestry / lineage ;"
liqtu;liqtu;[Country → Agriculture];"gleaning ; 1) gathered material , selection / choice ; 2) : quality of gold / textiles , : quality of oil ; 3) often plural : liqtāni : gleaning / gleanings of grain ; liqit ṣupri : nail parings ; 4) excerpts / chosen texts ; rab liqtāni : an official ; 5) : personal name : ""Foundling"" ;"
lismu;lismu;race;Cf. lasāmu, rapādu, šanû C *
lisnu;lisnu;[Transport → Surface];"1) a footrace , a race , running ; 2) gallop ;"
lišān girri;lišān girri;[Religion → Myths];"a tongue of fire ;"
lišānu;lišānu  [EME : ]  (n. fem.);[Human → Body];"1) tongue (organ) , language , speech ; lišān girri : a tongue of flame ; 2) an ingot ; 3) a nation ;"
lišānum;lišānum  [UZU.ME : ]  (feminine word);[Human → Speech];"1) a tongue (human or animal organ , language - instrument of prayer/ malice- , a dialect , a pronunciation + , a nationality , a people / nation ; lišānu(m) sakiltu : a barbarous / foreign (?) tongue ; lišānu(m) šakānu : to engage in conversation ; bēl lišāni : one who can speak a foreign language , an interpreter / a bilingual person (?) ; 2) a speech , a statement , a judicial deposition (Nuzi) , a rumor , gossip , hearsay tidings , news ; ša lišāni : an informer , an informant , an orator ; 3) : a list of synonyms ; 4) (transfert): tongue of fire , blade of implement ; 5) a spit of land + / an isthmus + ; 6) lišānu kalbi : ""tongue of dog"" / Cynoglossum ; 7) astronomy : [Ú.EME.UR.GI7 : ] : (mul) lišānu kalbi : (a star) ;"
lištāḫu;lištāḫu  ();[Army → Weapons];
līšu;"līšu  [NÍG.SILA11.GÁ : ]  (n. ; )";[Feeding → Cooking];dough (bread, cake)
litānû;litānû;[Army → War];: victorious
liti , litu;liti , litu;[Nature → Metals];: (kind of) silver
litku , maltaktu;litku , maltaktu;"a test , an experiment ;";Cf. latāku
litmudu *;litmudu *;learned;
littu;littu;[Animals];
littu;littu;[Government];
littu;"littu  (n. f. ; plur. lidātu ; )";[Human → Family];descendant, progeny
littu;"littu  [GIŠ.ŠÚ.A : ]  (n. f. ; plur. littētu ; )";stool;
littu;"littu  (n. ; )";[Human being];old age
littūtu;"littūtu  (n. ; )";[Human being];"extreme old age ; littūta alāku/kašadu/šebû to live to an extreme old age, to reach an extreme old age"
lītu;lītu  [(GU4).ÁB : , ÁB.GAL : ]  (n. fem.);[Animals];"cow ; pl. : cattle"
lītu;"lītu  [NÍG.È : ]  (n. f. ; plur. litātu)";[Government];"sphere of authority / power ( commercial, administrative) ; province ; army corps ; power, strength (of a deity) ; victory līta eli X šakānu to achieve victory over X ; lītāt šarrūtīya my royal victories ; ina līta victoriously, triumphantly"
liṭṭu;liṭṭu;[Art → Drawing];
liṭṭu;liṭṭu;[Army → War];
līṭu;"līṭu  (n. ; )";[Art → Drawing];"a sketch , a drawing , a map ;"
līṭu;"līṭu  (adj. (pl. līṭūtu) & n. (pl. līṭū) ; )";[Army → War];"a hostage ; kî līṭūti ṣabātu : to take as hostage ;"
līṭūtu;līṭūtu;[Army → Peace];"condition of being a hostage ;"
līṭūtu;"līṭūtu  (n. ; )";[Army → War];"function of hostage ; [ana līṭūti ṣabātu to take as a hostage"
liwītu;"liwītu   ( : limītu ; : libītu ;)";[City → Buildings];"1) : packaging , wrapping ; 2) circumference , the rim (eyes, armour, chariot) ; 3) limits , extent , span , area (field, building) ; 4) : [ina liwītu ūmmima] : within the compass of one day ; 5) enclosure , fence (roud a field / garden) , [igār liwītu] : enclosure wall ; 6) the environs / surroundings (of a city, a palce, a canal) , : surrounding area ; 7) : the entourage / people around (a king) ;"
lu ' ' ītu;lu ' ' ītu;[Human → Hygiene];
lu ' ' û (1);lu ' ' û (1)  ();[Human → Hygiene];"ritual context : person, hands ... ; street : sullied , dirty , defiled (?) ; feminine : lu ' ' ūtu / lu ' ' ītu ;"
lu ' ' û (2);"lu ' ' û (2)  ( ; especially in cultic rites (hands ...))";[Religion];"D : to sully , to defile (?) , street ... : to make dirty ; Dt : to be sullied , to be made dirty ;"
lu ' ' ūtu;lu ' ' ūtu;[Human → Hygiene];
lū dariāta/i;lū dariāta/i;[Human → Speech];may you live forever
lū;lū;"either ... or ; lū issušu, lū aḫūšu, lū māršu either his wife, his brother or his son ; also with ū : lū alpu ū lū immeru an ox or a sheep";
lū;lū;"1) let , may , be it ; 2) shall * , should * , must * , ought to ;";See also : lū
lû;"lû  [GUD : ]  (n. ; fem. lītu/littu ; syn. šūru)";[Animals];bull
luādu;luādu  ();;→ lâdu
luāšu *;luāšu *;[Feeding → Cooking];to knead (dough)
lubāru *;lubāru *;[Clothing];clothing , garment , piece of cloth , rag
lubbušu;lubbušu;[Clothing];"1) : clothed , clad ; 2) : sheep : unshorn / with their fleece on ; 3) : soldier : uniformed ;"
lubkēti;lubkēti  ();[Human → Disease];"plural of lubku : salves , lubricants ;"
lubku;lubku  ();[Human → Disease];"a salve , an unguent , a lubricant ; napšalti lubku : a softening ointment ;"
lubussu;lubussu;[Clothing];"a garment , garb / clothing ;"
lubūšu;lubūšu;[Clothing];"clothing , attire ;"
lulīmītu;lulīmītu;[Army → Weapons];": a siege instrument (?) ;"
lulimmu;lulimmu;[Animals → Wild];
lulīmu;"lulīmu  [LU.LIM : ]  (n. ; )";[Animals → Wild];"red deer, stag ; [MUL.LU.LIM : ] a constellation (Astronomy) ; lulīmu eršu : wise prince ;"
lūlītu;lūlītu  ();[Army → Weapons];"an arrowhead / an arrow-head ;"
lumāšu;lumāšu;[Sky → Astronomy → Constellations];constallation , zodiacal sign
lummudu;lummudu;[Education];"1) : word : taught ; 2) : lā lummudu : a) calf : uninitiated sexually , virgin , b) plough : untried ;"
lumnānû;lumnānû;[Moral life → Fault];"unfortunate / sad / bad / unlucky ;"
lumnu libbi;lumnu libbi  [ŠÀ.ḪUL : ];[Moral life → Feelings];"grief , unhappiness , sorrow , displeasure ;"
lumnu;lumnu  [ḪUL : ]  (n.);"misery, evil thought towards someone ; bēl lumni adversary who wishes evil to someone else ; evil plight ; lumna amāru to experience ill fortune ; lumun libbi [ŠÀ.ḪUL : ] sorrow, misery ; astronomy : eclipsed state ; [MUL.ḪUL : ] : (a name of the planet Mars) ;";Cf. lemēnu
luppu;luppu  [KUŠ.LU.ÚB : ];[Transport];"1) : a bag of leather / a leather bag ; 2) : a part of the scales ;"
lurintu;lurintu;[Country → Trees];"a pomegranate ;"
lurmu;lurmu  [GA.NU11.MUŠEN : , GÁ.NU11.MUŠEN : , GÁ.NA.MUŠEN : ]  ();[Animals → Birds];ostrich
luttu;luttu;[Feeding];
luṭṭu;luṭṭu  ();[Feeding];"a cup for soup , a bowl ;"
ma ' ' uttu;ma ' ' uttu;[Legal];"alimony ;"
ma ' ad;ma ' ad;[Time];"often , oftentimes , frequently ;"
ma ' atta;ma ' atta;who art thou ? , Who are you ?;See also : ma ' attunu
ma ' attunu;ma ' attunu;Who are you ?;See also : ma ' atta
ma ' diš;ma ' diš;;→ mādiš
ma ' šaru;ma ' šaru;[Government];": a tithe ;"
