Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
naklūtu;naklūtu;naklūtu;[Vie morale → Intelligence];[Moral life → Intelligence];"l'ingéniosité , la maîtrise / l'habileté / la sophistication / le haut savoir-faire , le brio / le génie (?) ;";"ingenuity , ingeniousness , cleverness , inventiveness / contrivance ;"
nakmartu;nakmartu  ();nakmartu  ();[Science → Mathématiques];[Science → Mathematics];"1) : la somme , le total / montant total ; 2) : nom d'une maladie ? ;";"1) : sum , total , total amount ; 2) : the name of an ailment ? ;"
nakmaru;nakmaru;nakmaru;[Transport];[Transport];"un panier , une corbeille (pour textiles, liquides) ;";"a basket , a pannier (for textiles, liquids) ;"
nakmuru;nakmuru;nakmuru;[Transport];[Transport];"un panier d'osier , une corbeille (pour textiles, liquides) ;";"a reed-basket , a pannier (for textiles, liquids) ;"
nakramu;nakramu  (nakrimu);nakramu  (nakrimu);[Mesures → Capacité];[Measures → Capacity];"(un récipient en cuir pour liquides) ;";"(a leather container for liquids) ;"
nakrimu;nakrimu;nakrimu;;;→ nakramu;→ nakramu
nakru;nakru  [LÚ.KÚR : ]  (st. abs. naker);nakru  [LÚ.KÚR : ]  (st. abs. naker);étranger, ennemi;foreign, enemy;Cf. nakāru;Cf. nakāru
naktamu;naktamu  (n.);naktamu  (n.);couverture;cover;Cf. katāmu;Cf. katāmu
nakuaru;nakuaru;nakuaru;;;→ nakmaru;→ nakmaru
nakuttu , nikittu , nirriṭu , puluḫtu;nakuttu , nikittu , nirriṭu , puluḫtu;nakuttu , nikittu , nirriṭu , puluḫtu;[Vie morale → Sentiments];[Moral life → Feelings];"1) peur , crainte , tremblement ; 2) doute , hésitation ;";"1) fear , fright , trembling , tremor ; 2) doubt , hesitation ;"
nalagmusu;nalagmusu;nalagmusu;[Science → Sciences physiques];[Science → Physical sciences];"cristalliser , former des cristaux ;";"to crystallize , to form crystals ;"
nalbân;nalbân;nalbân;[Mesures];[Measures];complètement , incluant tout;"all around , comprehensively , completely ;"
nalbantu * , nalbanu *;nalbantu * , nalbanu *  (pluriel : nalbanātu);nalbantu * , nalbanu *  (plural : nalbanātu);[Ville → Bâtiments];[City → Buildings];"moule à briques ;";"brick mould ;"
nalbaš ṣēni;nalbaš ṣēni;nalbaš ṣēni;[Animaux → Domestiques];[Animals → Domestic];"le manteau / la toison des moutons ;";"sheep's coat / fleece ;"
nalbattu;nalbattu  [GIŠ.Ù.ŠUB : ];nalbattu  [GIŠ.Ù.ŠUB : ];[Industrie];[Industry];"1) : un moule à briques ; 2) : un moules à briques , un cadre pour pierres précieuses ;";"1) : a brick-mould ; 2) : a brick-mould , a frame for gems ;"
nāliš;nāliš;nāliš;[Animaux → Sauvages];[Animals → Wild];"comme un chevreuil / cerf (?) ;";"like a deer / roe / stag / buck ;"
nalšu;nalšu;nalšu;[Ciel → Climat];[Sky → Climate];rosée;dew
nālu;nālu;nālu;[Animaux];[Animals];"chevreuil , cerf (?) ;";"roebuck , roe deer ;"
nâlu;nâlu  [NÚ : ];nâlu  [NÚ : ];"1) se coucher pour dormir, pour mourir ... , mourir ; D : étaler , étendre , soldats ... : abattre , frapper , faucher ; Š : étendre quelqu'un , préparer pour un enterrement , étaler des objets pour un rituel magique / du grain pour nettoyage ? ; 3) raser une ville ; 4) conserver / préserver / garder / mettre de côté dans du sel ou du sable ;";"1) to lie down to sleep, to die ... , to die ; D : to lay , to spread , soldiers ... : to strike down , to mow down , to hit ; Š : to lay someone down , to lay out for a burial , to spread out substances for magical purposes / corn for cleaning ? ; 3) to flatten a city , to raze / to erase a city ; 4) to preserve in salt or sand ;";Cf. nīlu (2), niālu;Cf. nīlu (2), niālu
nam ' adu;nam ' adu  ();nam ' adu  ();[Mesures];[Measures];"une grande quantité , une grand nombre , un montant , une pléthore (?) ;";"a large quantity , a large amount , a great number , plenty / wealth , plethora (?) ;"
nam ' udu;nam ' udu;nam ' udu;"le luxe ;";"luxury ;";Cf. nam ' adu;Cf. nam ' adu
namaddu B *;namaddu B *;namaddu B *;[Humain → Famille];[Human → Family];chéri(e) , personne (bien)aimée , bienaimé(e) , favori(te) , personne préférée;beloved , darling , favourite , sweetheart , honey (darling)
namālu;namālu  ();namālu  ();[Animaux → Insectes];[Animals → Insects];"une fourmi ;";"an ant ;"
namārītu;"namārītu  [EN.NUN.ZALAG.GA : ]  (n. f. ; pl. namārātu ; )";"namārītu  [EN.NUN.ZALAG.GA : ]  (n. f. ; pl. namārātu ; )";"lever du jour, aube , troisième quart de garde de la nuit ; innamāri : au lever du jour ;";"daybreak, dawn , third watch of the night ; innamāri : at daybreak ;";Cf. nawāru;Cf. nawāru
namarkû;namarkû  (vb. i/i);namarkû  (vb. i/i);N. être en retard Š. retarder qqn;N. to be late Š. to delay s.o.;;
namarkû;namarkû  (vb. i/i);namarkû;N. être en retard Š. retarder qqn;[Time];;"delayed , differed (?) / postponed (?) ;"
namarkû;namarkû;namarkû  (vb. i/i);[Temps];N. to be late Š. to delay s.o.;"retardé , différé (?) / à retardement (?) ;";
namarkû;namarkû;namarkû;[Temps];[Time];"retardé , différé (?) / à retardement (?) ;";"delayed , differed (?) / postponed (?) ;"
namāru;namāru;namāru;[Humain → Sens];[Human → Senses];"briller , être brillant , devenir brillant , resplendir ;";"tobe brilliant , to become brilliant , to shine ;"
nāmaru;nāmaru  (n.);nāmaru  (n.);"miroir ; tour de garde";"mirror ; watch-tower";Cf. amāru;Cf. amāru
namba ' u;"namba ' u   ( ;)";"namba ' u   ( ;)";[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"source , fontaine , trou d' eau ;";"seep , water hole , (water) spring ;"
namba' u;namba' u;namba' u;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];trou d'eau;water-hole
nambattu;"nambattu   (lecture peu claire , [nam-BAD-tu] ;)";"nambattu   (reading unclear , [nam-BAD-tu] ;)";[Religion];[Religion];"(un fantôme ?) ;";"( a ghost ?) ;"
nambūbtu;nambūbtu;nambūbtu;[Animaux → Insectes];[Animals → Insects];"une guêpe ;";"a wasp ;"
nambūmtu;nambūmtu;nambūmtu;[Animaux → Insectes];[Animals → Insects];;
namḫaštu;namḫaštu;namḫaštu;[Transport → Maritime];[Transport → Sea];"un aviron , une rame ; ša-gišalli : un rameur ;";"an oar ; ša-gišalli : an oarsman ;"
namiratu;namiratu;namiratu;;;→ nawirtu;→ nawirtu
namīratu;namīratu;namīratu;;;→ namārītu;→ namārītu
namirtu;namirtu;namirtu;;;→ nawirtu;→ nawirtu
namiru;namiru;namiru;;;→ nawru;→ nawru
namkūru;namkūru  [NÍG.GA : ];namkūru  [NÍG.GA : ];biens, possession;goods, possession;Cf. makāru;Cf. makāru
nammaššû;nammaššû;nammaššû;[Animaux];[Animals];;
nammaštû;"nammaštû  (sg. coll. ; st. const. nammaštā)";"nammaštû  (sg. coll. ; st. const. nammaštā)";[Animaux];[Animals];"les animaux sauvages , la faune ;";"animals , wildlife ;"
nampašu;nampašu;nampašu;;;→ nappašu;→ nappašu
namrāṣiš;namrāṣiš;namrāṣiš;[Industrie];[Industry];"avec difficulté , difficilement , péniblement ;";"with difficulty ;"
namrāṣu;namrāṣu;namrāṣu;"une difficulté , la difficulté ;";"difficulty , hardship ;";Cf. namrāṣiš;Cf. namrāṣiš
namrirru *;namrirru *  (mot pluriel );namrirru *  (plural noun);brillance , le brillant , l' éclat;the brilliance;Voir aussi : namru, namriš *;See also : namru, namriš *
namriš;"namriš  (adv. ; )";"namriš  (adv. ; )";magnifiquement, brillamment;splendidly, brilliantly;Cf. nawru, namru, namurru, namāru;Cf. nawru, namru, namurru, namāru
namru;namru;namru;"brillant ;";"brilliant ;";Cf. nawru, namrirru, namurratu, namāru, namriš;Cf. nawru, namrirru, namurratu, namāru, namriš
namsītu * , narmaktu;namsītu * , narmaktu;namsītu * , narmaktu;[Humain → Hygiène];[Human → Hygiene];cuvette pour se laver , bassin (bol) pour se laver;washbasin , wash-bowl
namṣabu;namṣabu;namṣabu;;;→ naṣṣubu;→ naṣṣubu
namṣāru;namṣāru  [GÍR.GAL : ]  ();namṣāru  [GÍR.GAL : ]  ();[Armée → Armes];[Army → Weapons];"1) aussi pour une divinité : une épée / un glaive (?) ; 2) : un bâton carré , une massue / une masse d'arme (?) ; 3) désigne un canal ;";"1) also for a deity : a sword ; 2) : a squared stick , a mace (?) ; 3) designation of a canal ;"
namšiḫu;namšiḫu;namšiḫu;[Humain → Maladie];[Human → Disease];;
namšû;namšû;namšû;[Humain → Hygiène];[Human → Hygiene];"1) une bassine pour se laver / laver (?) , un lavabo / cuvette de lavage (vaisselle ? , linge ? , soins corporels ?) ; 2) un endroit pour se laver / laver , un cabinet de toilette , une salle de bain (?) / un évier (?) / un lavoir (?) ; 3) un réservoir d'eau pour laver / se laver ;";"1) a washbowl , a wasbasin , a ""sink"" (?) ; 2) a washing place , a wash-house (?) , a wash-room , a ""sink"" for washing up (?) ; 3) a washing-tank ;"
namtallûm;"namtallûm  ( ; provient du sumérien nam-dalla ?)";"namtallûm  ( ; stems from Sumerian nam-dalla ?)";[Ciel → Astronomie];[Sky → Astronomy];"une éclipse solaire / lunaire ;";"an eclipse (solar / lunar) ;"
namtaru;"namtaru  [NAM.TAR : ]  ( ; origine sumérienne)";"namtaru  [NAM.TAR : ]  ( ; Sumerian origin)";[Religion → Mythes];[Religion → Myths];"1) le sort , le destin ; 2) désigne un démon ou un dieu des enfers / du séjour des morts ;";"1) fate , destiny ; 2) designation of a demon or an underworld god ;"
namû;namû;namû;;;→ nawû;→ nawû
nāmu;nāmu;nāmu;[Campagne → Agriculture];[Country → Agriculture];"transformer en désert , désertifier / ravager ; G statif : être désolé / ravagé / détruit / abandonné ; D : champ, ville : laisser en friche / abandonné , dévaster , laisser en ruines ; N : devenir une ruine , se délabrer / tomber en ruines ;";"to turn into a desert ; G stative : to be desolate ; D : field, city : to lay waste ; N : temple : to become a ruin , to fall into ruin ;"
namuggatu;namuggatu;namuggatu;[Humain → Maladie];[Human → Disease];"la paralysie / l'état de paralysie ;";"paralysis / the state of paralysis , palsy ;"
namullu;namullu;namullu;[Humain → Sommeil];[Human → Sleep];"une planche pour dormir , une couche ;";"a (plank) bed ;"
namungatu;namungatu  ();namungatu  ();[Humain → Maladie];[Human → Disease];"la paralysie , l'état de paralysie ;";"paralysis / palsy ;"
namurratu;namurratu;namurratu;[Gouvernement];[Government];splendeur terrifiante , éclat , faste;terrifying splendour , brilliance
namurru *;namurru *;namurru *;de manière qui inspire le respect , éclatante , époustouflante , resplendissante;awe-inspiringly , radiant , brilliant , resplendent;Voir aussi : namurratu, namru, namrirru *, namriš *;See also : namurratu, namru, namrirru *, namriš *
nāmurtu;nāmurtu;nāmurtu;[Gouvernement];[Government];"un cadeau offert lors d'une audience ;";"an audience gift ;"
nāmuru B;nāmuru B;nāmuru B;"un miroir ;";"a mirror ;";Voir aussi : maṭṭaltu *, muššulu, nāmuru;See also : maṭṭaltu *, muššulu, nāmuru
nāmuru;nāmuru;nāmuru;[Armée];[Army];tour de guet , guetteur * , vigie *;tower , lookout *
namūtu;namūtu;namūtu;[Sport];[Sport];": 1) à une femme, amourette ... : la fleurette , le badinage , un brin de cour , la drague , ancien français : l'amour ; 2) une plaisanterie , une blague , une farce ; ēpiš namūti : un farceur , un blagueur , un plaisantin , un amuseur , un bouffon ; namūtu epāšu : conter fleurette , badiner , faire des avances (?) ;";": 1) to a woman, kitty love ... : flirt, flirtation , dalliance , courtship playing , chatting up , philandering ; 2) a jest , a mischief , a prank , a practical joke ; ēpiš namūti : a jester , a prankster , a joker , a clown , a wag , a buffoon , a droll ; namūtu epāšu : to flirt ;"
namzāqu;namzāqu  [GIŠ.E11 : ]  (NÍG.GAG.TI);namzāqu  [GIŠ.E11 : ]  (NÍG.GAG.TI);[Ville → Bâtiments];[City → Buildings];"une clef , une clé ; ša namzaqu : un portier , une personne chargée des clefs , un guichetier , un concierge ;";"a key ; ša namzaqu : a doorkeeper , person in charge of keys ;"
nanduru * , rašbu *;nanduru * , rašbu *;nanduru * , rašbu *;[Vie morale → Sentiments];[Moral life → Feelings];effrayant, terrible;fearsome
nanduru *;nanduru *;nanduru *;en rage , enragé , sauvage , terrible , effrayant , inhospitalier;raging , furious , wild , fearsome , inhospitable;Voir aussi : kadru *, šakṣu *, šamru, ekdu *, nadru;See also : kadru *, šakṣu *, šamru, ekdu *, nadru
nāni;nāni;nāni;[Vie morale → Volonté];[Moral life → Will];de force , sous la contrainte;"by force , forcibly , by might ;"
naniḫu , urnû;naniḫu , urnû;naniḫu , urnû;[Campagne → Plantes];[Country → Plants];menthe (?);mint (?)
naniḫu;naniḫu  (aussi : urnû (?));naniḫu  (also : urnû (?));[Campagne → Plantes];[Country → Plants];menthe;mint
nannāriš;"nannāriš  (adv. ; )";"nannāriš  (adv. ; )";comme la lune;like the moon;Cf. nawāru;Cf. nawāru
nannartu;"nannartu  (n. f. ; )";"nannartu  (n. f. ; )";lumière du ciel;light of the sky;Cf. nawāru;Cf. nawāru
nannaru *;nannaru *;nannaru *;luminaire , lumière;luminary , light;Voir aussi : nūru, numūru, ṣētu;See also : nūru, numūru, ṣētu
nannāru;nannāru  (n.);nannāru  (n.);"lumière du ciel ; lune ; une espèce d'oiseau";"light of the sky ; moon ; a kind of bird";;
nanṣabu;nanṣabu;nanṣabu;;;→ naṣṣubu;→ naṣṣubu
nantallû(m);nantallû(m);nantallû(m);[Ciel → Astronomie];[Sky → Astronomy];;
nanzāqu;nanzāqu;nanzāqu;;;→ namzāqu;→ namzāqu
napādiš;napādiš;napādiš;[Vie morale → Défauts];[Moral life → Fault];"traîtreusement (?) , dans le but de faire sécession (?) ;";"treacherously (?) , for the purpose of seceding (?) ;"
napāḫu;napāḫu  [MÚ : ]  (vb. a/u);napāḫu  [MÚ : ]  (vb. a/u);"souffler , éventer / user d'un éventail / ventiler , rafraîchir (?) ; respirer ; allumer, mettre le feu, enflammer , attiser / stimuler (?) ;";"to blow / to fan / to cool ; to breathe ; to kindle , to fan / to stimulate (?) ;";Voir aussi : mudammiqtu, sāru;See also : mudammiqtu, sāru
napalkû;napalkû;napalkû;[Mesures];[Measures];;
napalsuḫu;napalsuḫu  (vb.);napalsuḫu  (vb.);"N. se prosterner ; s'accroupir Š. faire se prosterner";"N. to prostrate oneself ; to squat Š. to make prostrate";;
napālu (1);napālu (1);napālu (1);[Industrie];[Industry];"1) déterrer , retourner la terre , excaver , sortir de terre , extraire , dénicher (?) / ressortir (?) ; : extraire (roches d'une carrière) : (chien) déterrer (quelque chose) ; ēnē napālu : arracher (les yeux) , rendre aveugle ; 2) abattre , couper , faire tomber , démolir , raser (ville, bâtiments ...) ; 3) (animaux) : fouiller partout , farfouiller , chercher , fouiner , fureter , trifouiller , fourrager (fouiller pour trouver du fourrage, de la nourriture ...), chercher avec le groin , perquisitionner (?) ; 4) N : astronomie : (étoile) -sens peu clair- :";"3) to scrounge , to rootle 1) to dig out / up ; : extract / quarry (stones) : (dog) to dig (something) out ; ēnē napālu : to gouge out (eyes) , to blind ; 2) to hack / chop / hew down , to demolish , to raze to the ground (city, building ...) ; 3) (animals) : to search , to rummage , to forage , to rootle , to scrounge , to turn up the soil of a garden ; 4) N : astronomy : (star) -meaning unclear- :"
napālu (D);napālu (D);napālu (D);crever les yeux , retirer les yeux , ôter la vue , éborgner (?);to gouge out eyes;;
napālu , naqāru , paṭāru (D);napālu , naqāru , paṭāru (D);napālu , naqāru , paṭāru (D);[Ville → Bâtiments];[City → Buildings];démolir , mettre à bas , abattre;demolish , tear down
napālu;napālu  (vb. a/u);napālu  (vb. a/u);"creuser ; enlever (retirer) les yeux ; démolir (un bâtiment)";"to dig out ; to gouge out eyes ; to demolish (a building)";;
nāpalû;nāpalû;nāpalû;[Lettres → Langage];[Humanities → Language];": un interpréteur , un interprète , un traducteur ; nāpalê ṭūb kabatti : cela donne de la joie au cœur , cela fait chaud au cœur ;";": an interpreter , a translator ; nāpalê ṭūb kabatti : that imparts joy to one's heart ;"
napāqu;napāqu;napāqu;"1) se boucher , s'obstruer , être bouché / être obstrué ; 2) être constipé ;";"1) to clog up , to be blocked ; 2) to be constipated ;";;
napardû;napardû;napardû;"1) G : briller , rayonner , être rayonnant /brillant / satisfait / content / tout sourire / joyeux / guilleret , avoir le moral ; 2) Š : éclairer , allumer / illuminer , rendre rayonnant / faire rayonner , remonter le moral / réconforter / rendre le sourire à ;";"1) G : to shine , to be radiant / to radiate , to be bright / to be pleased / to be cheerful ; 2) Š : to brighten , to light up , to illuminate , to cheer up ;";Voir aussi : nebû, barāḫu, barāqu, ḫalû, nabāṭu, napardû, naqallulu, namāru;See also : nebû, barāḫu, barāqu, ḫalû, nabāṭu, napardû, naqallulu, namāru
naparkû *;naparkû *;naparkû *;cesser , arrêter , stopper , mettre un terme , achever , échouer , rater (Š) arrêter , stopper;to cease , to stop , to end , to fail (Š) to stop;Voir aussi : parāsu;See also : parāsu
naparkû;naparkû  (vb. u/u);naparkû  (vb. u/u);"cesser de travailler , échouer dans son travail , faillir / échouer / rater ;";"to cease work , to fail work / to fail ;";Cf. lā mupparkû, idu naparkû, lā naparkû;Cf. lā mupparkû, idu naparkû, lā naparkû
