Word;FR title;FR Indication;FR Definition
pānu;pānu  [IGI : ];"face, visage
pān(i) pour, vers, devant, en face de, en présence de, à la disposition de, en possession de, à la charge de, aux soins de ; pān PN à / pour PN ; ša pān(i) šarri maḫirūni celui qui plaît au roi
ana pān šarri au roi ; ana pānīya à moi, vers moi, pour moi
adi pān bēlīya à mon seigneur
ina pān devant, en face de ; ina pān(i) šarri en présence du roi ; ina pānī PN devant, en face de PN ; ippānīšu devant lui ; ša ina pānikunu qui est sous votre responsabilité (à votre charge) ; ina pānīya en ma possession
issu pānīšu (émanant) de lui, à cause de lui ; issu pānīšunu (émanant) d'eux, à cause d'eux ; issu pān šarri (émanant) du roi ; (par) crainte du roi";Cf. pāni, pāniš, pānitu
pānû;pānû  [IGI : ]  (f. sg pānītu, m. pl. pānûtu, pānīʾūtu, f. pl. pānâtu, pāniātu);[Nombres];"1) navire, arrivée, messager ... : le premier , celui de devant ; : išti pânîmma : avec le premier messager ; 2) le précédent , celui d'avant , l'antérieur , l'ancien , celui de devant / au premières loges ; 3) : aîné , plus vieux , ancien ; pānûtuni : nos ancêtres ; 4) partie du corps : le devant , la face ;"
papallu;papallu  ();[Campagne → Arbres];1) jeune pousse de tamarisque , jeune plant de tamarisque 2) rejeton , descendance
pappāsu;"pappāsu  [BA.BA.ZA : ]  (n. f. ; )";[Nourriture → Cuisine];porridge, gruau
pappāt ēni;pappāt ēni;[Humain → Corps];cils
pappīru;pappīru;[Nourriture → Aliments];": pain de bière (levé avec de la bière) ;"
paqādu , qiāpu;paqādu , qiāpu;confier (entre les mains de);
paqādu;paqādu  (vb. i/i);"G. nommer (fonctionnaire), affecter, installer en fonction ; prendre soin de Gt. agir avec précaution ; stat. : être inquiet (à propos de : +ana) D = G ; passer en revue / inspecter des troupes ;";Cf. pitqudu, puquddû
pāqat;pāqat;;→ pīqat
pâqu;pâqu;;→ piāqu
paquttu;paquttu  [GIŠ.LAGAB : ]  ();[Campagne → Plantes];"1) une épine ; 2) un épineux , une mauvaise herbe épineuse dans les endroits désolés ; 3) métal : joaillerie, outil : une pointe / un épi / une barbelure / un crampon ; entrailles : kīma paquttu : comme une épine (?) ;"
pār nūbti;pār nūbti;[Animaux → Insectes];"la cire d'abeille ;"
para ' u;para ' u   ();[Science → Sciences naturelles];"germer , pousser , fleurir ;"
parā ' u B;parā ' u B;[Nourriture → Cuisine];"couper , découper , trancher ;"
parā ' u;parā ' u;[Campagne → Arbres];bourgeonner , s' ouvrir , éclater
parādu (1);parādu (1)  [MUD : ];[Vie morale → Sentiments];"1) G : : avoir peur , être effrayé , être terrifié ; 2) libbum sujet : avoir peur , sursauter ; statif : rêve ... : être terrifiant ; 3) Gtn : [MUD.MUD : ] : être nerveux / timide , manquer d'assurance , ne pas être à l'aise , être intimidé , avoir le trac ; 4) Gt statif : des mots ... : : sont terribles / effrayants , font peur ; 5) D : faire peur , terrifier ; 6) Š : : effrayer , intimider , terrifier ;"
parāḫu;parāḫu;[Animaux → Oiseaux];"voler , se déplacer dans les airs ;"
parakku;parakku;[Religion];autel , table de sacrifice
paraktum;paraktum  ();[Transport → Maritime];"une voile (?) ;"
parāku;parāku  [GIB : ]  (vb. i/i, rar. a/u);"1) être en travers, bloquer , obstruer , faire obstruction ; padānam parik : être en travers du chemin , (maths) être transversal ; 2) poser problème / faire des difficultés à (= datif ana pāni , objecter , arguer , 3) retarder , mettre des bâtons dans les roues , s' opposer à , frustrer , contrecarrer , contrarier , contrevenir , mettre en travers ; (D) terminer , mettre un terme à , mettre une croix sur (?) , solder (affaire, compte ...) ;";Voir aussi : parku, pariktu, parkiš, perku, piriktu, parriku, parriktu, purukkû, napraku, šapraku
parāmu , šarāṭu *;parāmu , šarāṭu *;déchirer;
parāmu;parāmu;déchirer;Comparaison avec d'autres langues sémitiques :
paras ...;paras ...  ();[Science → Mathématiques];"fraction : un ...ième ;"
paras ṣeḫru;paras ṣeḫru  ();[Science → Mathématiques];"de shekel : un tiers , 1/3 ;"
parasrab;parasrab  ();[Nombres];"""une grande partie"" , les cinq sixièmes ;"
parāsu;parāsu;sevrer (un enfant);
parāsu;parāsu  [KUD : ]  (vb. a/u);"1) séparer , offrandes, vivres : retenir , différer , information ? : ne pas divulger (?) , mal, esprits ... : tenir éloigné , se protéger de ; ennemi ... : šēp X parāsu : exclure de , contenir à l'extérieur , interdire l'accès à pays, temple ... ; 2) enfant ... : sevrer ; 3) personne, animal, céréale : choisir , sélectionner , créneau horaire : prévoir , mettre à part / réserver , argent ? : prévoir (?) / mettre de côté (?) ; 4) larmes, diarrhée : arrêter , faire cesser , sécher ; 5) accès : bloquer , barre le passage , alakta parāsu : interdire l'accès / le passage ; 6) voyage, activité, accouchement, bruit de l'humanité ... : interrompre , mettre fin , abolir , annuler , faire avorter un projet ? ; 7) partie du corps, espace, récipient : diviser , sectionner , segmenter , cloisonner , morceler ; 8) divinité : éloigner un humain d'une ; 9) décider , prendre la détermination / déterminer , voir šiāmu ; dīna parāsu arriver à une décision, décider un jugement ; absolu : arbitrer entre personnes , servir d'arbitre / de médiateur ; 10) cours d'eau, circulation ?, ressources ?, trajet ?, argent ? : détourner , dévier, dérouter ; 11) warkata parāsu enquêter , établir les faits ; : eli / elina muḫḫi X parāsu : décider contre , condamner à + accusatif ;";Cf. paras, ašar šēpu parsat, parsu
parāṣu;parāṣu  (vb. a/u);"percer (un mur) ; mentir";Comparaison avec d'autres langues sémitiques :
parāšu;parāšu;[Animaux → Oiseaux];voler , se déplacer dans les airs , s' envoler (Š) laisser s' envoler , libérer , relâcher
parāṭu;parāṭu;luire , scintiller;
pardeksu;pardeksu;[Campagne];"une attribution , une répartition , une distribution partagée , une allocation (?) / un lotissement ;"
pardēsu;"pardēsu  ( ; mot emprunté au Persan ancien lui-même emprunté à l'akkadien ? Voir para ' u)";[Campagne → Agriculture];"un jardin , un parc ;"
pardiš;pardiš;[Vie morale → Sentiments];"de manière effrayante , horriblement , atrocement , terriblement ;"
pardu;pardu;[Vie morale → Sentiments];": 1) (humain, colombe) effrayé , peureux , effarouché , craintif , dérangé , timide , timoré , lâche ; 2) (rêve, présage) : effrayant , affreux , horrible , épouvantable , terrifiant , effroyable , à vous glacer le sang ;"
pargāniš rabāṣu *;pargāniš rabāṣu *;[Gouvernement];vivre en paix , vivre tranquilement
pargāniš rabāṣu;pargāniš rabāṣu;[Armée → Paix];"vivre en paix ;"
pargāniš;pargāniš;tranquilement , en paix , sans être dérangé;Voir aussi : pargāniš rabāṣu
pariangu;pariangu;[Sport → Chasse];"un harpon ;"
pariktu;pariktu;"1) : un mur traversier (?) ; 2) sillons traversiers ; 3) : obstacles , obstructions , bouchons , engorgement , encombrements , entraves , une anicroche (?) / un hic (?) / incident (?) ; 4) : ina pariktu : en opposition ; 5) : violence / acte violent ; 6) ; un blocage , une barrière , une obstruction , un blocus ; 7) un rideau ;";Cf. parku, parāku, piriktu
pāris birti;pāris birti;[Justice];"un médiateur , un intermédiaire / un arbitre ;"
pārisu;pārisu;"1) adjectif : crucial , capital / décisif / critique , essentiel , déterminant , fondamental / central , vital , impératif / majeur ; 2) nom : un décideur / celui qui prend la décision ; pāris birti : un arbitre , un intermédiaire / un médiateur ;";Cf. lā pārisu
parīšu;parīšu;"perche de batellerie ;";
parkiš;parkiš  [GIB : ];[Industrie];"en travers , par le travers , de façon oblique / obliquement ;"
parku;parku;"1) transversal , traversier ; 2) : (champ) labouré en largeur / travers ; 3) divination : (partie du foie) en travers ; 4) astronomie : en travers d'un halo (uṣurtu) ; 5) passage : bloqué , encombré , coincé ; 6) : une injustice , un délit ; 7) adjectif : inadapté , pas adapté , pas conforme , marginal / pas comme les autres , qui ne tourne pas rond , excentrique (?) / original (?) / asocial (?) , maladroit / gauche ;";Cf. parāku
parkullu;parkullu;[Métiers];"un sculpteur ;"
parratu;parratu   [UDU.BAR.MUNUS : ];[Animaux → Domestiques];"une agnelle ; Parpola : un caneton femelle (?) / une petite cane (?) ;"
parriktu;parriktu  ();[Industrie];"de lit : un étrésillon , un étançon , une barre transversale de soutien ;"
parrisu *;parrisu *;[Métiers];batelier , marin (d'eau douce ?)
parriṣu;parriṣu;[Justice];escroc , hors-la-loi , forban , bandit , méchant , criminel , traître
parriṣūtu;parriṣūtu;[Justice];vilenie , acte criminel , délinquence , acte contraire à la loi
parru (1);parru (1)  [UDU.BAR.GAL : ];[Animaux];agneau mâle
parsu;parsu  [KUD : ];"1) : privé , confideniel , secret (?) ; 2) bâtiment ... : séparé , à part , à l'écart ; 3) : champs : situés à l'écart , épars , séparés ; 4) enfant, animal : sevré ; 5) : rare , exquis (?) , extraordinaire (?) ; 6) spécial ;";Cf. parāsu, paras, ašar šēpu parsat, parasrab, paras ṣeḫru
parṣu;parṣu;[Religion];de culte , du culte , relatif au culte
paršamūtu*;paršamūtu*;[Humain → Famille];"1) la sénilité , la vieillesse ; 2) grands parents ;"
paršaʾu;paršaʾu;[Animaux → Insectes];
paršum āli;paršum āli;[Gouvernement];"membre du Conseil des Anciens de la ville , échevin ;"
paršumāti;paršumāti;[Humain → Corps];"des cheveux blancs / gris ;"
paršumu;paršumu  (D prétérit : uparšim Dtt : présent : uptataršam);[Humain → Mort];"D : survivre à quelqu'un , vivre plus longtemps que quelqu'un Dtt : atteindre un grand âge , être rassasié d'années 3) nom : un aîné , un ancien , un témoin ; 4) adjectif : sénile ;"
parû (1);parû (1)  [ANŠE.KUNGA : ]  (pār);[Animaux];"une mule , un mulet ;"
parû (3);parû (3)  ();[Religion];": G : être vulgaire (?) ; : D seulement : 1) contaminer , faire un alliage de métaux ; 2) insulter une divinité , blasphémer ;"
parû (4);parû (4);[Humain → Hygiène];1) vomir , rendre , dégueuler 2) G (médecine ou présages) : déféquer (animal) 3) Š : faire vomir
parʾu;parʾu  ();[Campagne → Arbres];
pâru;pâru  (vb. ā);chercher;
paruktu;"paruktu  ( ; origine ouest sémitique)";[Transport → Maritime];"une voile en laine, pour bateau ;"
Parumaš;Parumaš;[Lettres → Géographie → Pays];"la Perse ; Marratu / tāntu ša Kaldi / tāntu šaplītu : le golfe Persique / Arabo-Persique ; parsuāiu : (adjectif) -mouton- persan ; plantes : zanzaliqqu : lilas de Perse ;"
paruttu;paruttu;[Nature → Minéraux];
parūtu (2);parūtu (2);[Armée → Armes];une sorte de carquois (à flèches)
parūtu (3);parūtu (3);le vomi , la vomissure;Voir aussi : parû (4)
parūtu;parūtu  (n., );[Nature → Minéraux];"une sorte d'albâtre , le marbre ;"
parzilli;parzilli;[Armée → Guerre];entraves , chaîne pour prisonnier , menottes
parzillu;parzillu;[Nature → Métaux];"le fer ; ḫušê parzilli : la ferraille ; parzillu sakru : le fer forgé ;"
pasāmu;pasāmu  ( );[Habillement];"1) femme : voiler ; 2) couvrir la bouche ... ; 3) statif : est voilée couverte d'un voile ; 4) Dt passif : se voiler , se recouvrir d'un voile ;"
pasāsu , pašāṭu;pasāsu , pašāṭu;effacer , abraser;
pasāsu;pasāsu;[Gouvernement];"jugement, péché, serment, peine, oracle ... : annuler par écrit , rendre caduc , effacer , oblitérer ; D : détruire , aplatir , raser , effacer d'un document ; Dt : mur : être rasé / aplati , s'effondrer , péché, oracle : être annulé ;"
pasnaqu;pasnaqu;;→ pisnuqu
paspasu;paspasu  [UZ.TUR.MUŠEN : ]  (féminin : [UZ.TUR.MUNUS.MUŠEN : ] = paspastu (?));[Animaux → Domestiques];"1) : canard , canard de sacrifice ou d'aurispice ; rē ' i paspasu : gardien / berger de canards ; 2) aussi un nom propre en vieil assyrien et Nuzi ; 3) une oie , un paon (?) ;"
pasru;pasru;[Nourriture → Aliments];"(sorte de pain) ;"
passu;passu  [ZA.NA : ];[Sport];": 1) une poupée , une pièce de jeu , un pion , un jouet (en bronze / argile) ; mēlulti passu : un jeu de bataille avec des pions ; : (une sorte de roseau) , (voir pasāsu) ;"
passurtu;passurtu;;→ bussurtu
passuru;passuru  ();;→ bussuru
pāsū;pāsū  (dialecte de Nuzi);[Armée → Armes];1) parties internes d'un arc , parties internes d'un char 2) : parties internes d'intestins
paṣādu;paṣādu;trancher , couper , tailler , entailler;Voir aussi : kašātu, šarāmu, batāqu, karātu, para ' u B, parāsu, ṣalāpu *, salātu B
paṣītu;paṣītu;[Animaux → Domestiques];"une vache blanche ;"
paṣiu ṣalmu;paṣiu ṣalmu;[Animaux → Domestiques];"robe de cheval : pie ;"
paṣiu;paṣiu;[Couleurs];"1) blanc , pâle , blanchi ; 2) sans faute + ; 3) terrain : nettoyé , débarrassé ;"
paṣû;paṣû;[Couleurs];"1) être blanc , blanchir / devenir blanc , être incandescent / ardent ; 2) pâlir , devenir pâle ; 3) D : blanchir / rendre blanc / décolorer ; 4) blanchir à la chaux ; 5) fritter , agglomérer par frittage ;"
paṣuddu;paṣuddu;[Animaux];
pašāḫu;"pašāḫu  [SED : ]  ( ; : (impératif) pišaḫ)";[Vie morale → Sentiments];"être tranquille / calme / pacifié / paisible / reposé / relaxé / à l'aise / au repos , se reposer , se calmer , perdre de sa fureur (tempête ...) , se sentir mieux , trouver du réconfort / soulagement , être soulagé ; Gtn : se soulager plusieurs fois (sexuellement) ; D : pacifier , soulager / apporter de l'aide (à un invalide) , laisser reposer (une conconction) ; Š : calmer , pacifier (le coeur libbu / l'humeur kabattu) , soulager , apaiser , alléger , rendre moins pénible , faciliter , détendre (un arc) ; lā pašāḫi : incurable ;"
pašālatti;pašālatti;[Animaux → Reptiles];"rampant , qui rampe / en reptation ;"
pašallu;pašallu;[Nature → Minéraux];(sorte d') or
pašālu;pašālu;[Animaux → Reptiles];"ramper ;"
pašāqu (2)+;pašāqu (2)+;[Vie morale → Intelligence];"éclairer / expliquer , éclaircir / rendre clair , simplifier / rendre simple ;"
pašāqu;"pašāqu  (vb. u/u ; )";"G. devenir étroit ; stat. : être étroit, difficile, pénible D. stat. : être entouré, enfermé Š. rendre difficile ; vaincre ; être embêté, ne pas avoir la tâche facile, être en difficulté ; stat. : être difficile, douloureux, pénible, cruel Št. faire un effort difficile, traverser un moment pénible Štn. être constamment resséré, être constamment dans une situation difficile";Voir aussi : marāṣu
pašartu;pašartu  ();[Campagne → Agriculture];1) battage (de céréales) 2) vente de céréales
pašāru;pašāru  [BÚR : ];1) relâcher , libérer , mettre en liberté 2) relâcher le terrain -travailler le sol - (?), décortiquer le grain , défaire un noeud 3) : se séparer -=vendre- (grain, biens, esclaves, terres ...) 4) : convertir en monnaie étrangère 5) : libérer (un prisonnier) , rendre à la liberté 6) apaiser (dispute ...) , résoudre (un problème ...) , contrecarrer (une malédiction) , libérer (d'un serment) , dissiper (un malentendu) , interpréter (un rêve) 7) : se retirer , se désengager , se libérer 8) : (statif) : être apaisé (coeur) , être libre de tout soucis , pardonner (?) , être réconcilié 9) (Urartu) : dédier un animal à un dieu 10) : Gt : dévoiler mutuellement ses désirs 11) D : dissiper (des nuages, des mauvaise sorts ...) , dénouer , démêler (du fil ...) , disséminer (des mensonges ...);Cf. pišru, pašru, pašartu
pašāšu;pašāšu  [ŠÉŠ : , EŠ : ]  (vb. a/u);[Religion → Magie];G. oindre, asperger, barbouiller, éclabousser (avec : +acc. ou ina) Gt. s'oindre, se passer de la pommade Gtn. [ŠÉŠ.MEŠ : , EŠ.MEŠ : ] oindre régulièrement D = G N. s'oindre (avec : +acc.), être oint
pašāṭu;pašāṭu  [LAL : ]  (vb. i/i);"G. effacer D = G 1) effacer , gommer , oblitérer , rendre invisible (une inscription ..) , extirper , éponger ; 2) (partie de foie) : être invisible (?) 3) : étaler , disposer (des briques ...) , concevoir un bâtiment (?) 4) annuler (une décision, un ordre ...) , révoquer (un contrat, un document ...)";Voir aussi : ḫuppudu, pasāsu
pašḫu;"pašḫu  (adj. ; )";[Humain → Sommeil];reposant, apaisant, paisible, procurant du repos, tranquille
paši;paši  [GÍN : ];[Armée → Armes];
pašīqatti+;pašīqatti+;[Vie morale → Intelligence];"simplement , clairement , manifestement / de toute évidence (?) , franchement (?) / sans détours (?) ;"
pašīqu+;pašīqu+;[Industrie];"simple , facile , aisé ;"
pašīru;pašīru  (pišīru);[Lettres];: un secret (de connaissance) , le secret [ana pašīru šakānu] : à un endroit secret , à une cachette
pāširu;pāširu;[Métiers];"1) : marchand au détail , détaillant , colporteur (?) ; 2) : interpréteur de rêves ; 3) ; désenvoûteur , celui qui ""dissout"" les enchantements / sortilèges / sorts ; 4) magie : (épithète de l'eau) ; 5) (une plante) ;"
pašīšu;pašīšu  [GUDU4 : ];[Religion];": prêtre : oint ;"
pašqiš;pašqiš;"difficilement / avec difficulté , à peine , tout juste , presque pas ;";Cf. pašāqu, pašuqtu, pašqu
pašqu * , zaqru *;pašqu * , zaqru *;"1) littéraire : étroit , espace, pièce ... : à l'étroit , confiné , resserré ; 2) chemin, terrain ... : abrupt , en forte pente , en pente raide , à pic , vertigineux , imposant , difficile / accidenté / pas facile ; 3) conditions ... : sévère / dur / strict ;";Cf. pašqiš, pašāqu, pašuqtu
pašru;pašru  [BÚR : ];[Campagne → Agriculture];"1) (terrain) : relâché (?) 2) (boue) : dissoute (?) , liquide , liquéfié ; 3) (grain) : décortiqué (?) , libéré de son enveloppe (?) 4) (cœur) : apaisé , gracieux , gentil , doux , délicat ; 5) (Urartu) : -offrande votive- : dédiée , consacrée , vouée ; 6) (nœud) : défait , délié (?) ;"
